Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,complete_name,complete_model,Lddt_score,Lddt_rank,Groups_new
Nithin,1,27.266,34,67.573,34,0.404,34,0.0,34,-1.0,1,0.568,30,1.45,11,22.017,1,0.034,26,0.0,1,0.5479,0,PZ30,PZ30_Nithin_1,PZ30_Nithin_1,0.3351411078312578,34,Others
Xiao,3,20.212,33,29.011,31,0.697,8,0.837,12,-1.0,1,0.655,8,9.38,19,32.025,30,0.038,17,0.0,1,7.288e-05,0,PZ30,PZ30_Xiao_3,PZ30_Xiao_3,0.603133890967711,4,Others
Chen,8,19.53,32,29.973,32,0.652,28,0.837,12,-1.0,1,0.569,29,0.72,8,29.716,26,0.035,24,0.0,1,1.477e-05,0,PZ30,PZ30_Chen_8,PZ30_Chen_8,0.5230010835971154,30,Others
Xiao,2,19.083,31,28.25,30,0.676,19,0.857,6,-1.0,1,0.611,18,6.48,13,34.573,31,0.041,8,0.0,1,4.811e-06,0,PZ30,PZ30_Xiao_2,PZ30_Xiao_2,0.5641377396057414,20,Others
Xiao,1,15.595,19,21.377,13,0.73,2,0.856,7,-1.0,1,0.691,3,9.73,20,28.15,21,0.04,12,0.0,1,9.894e-11,0,PZ30,PZ30_Xiao_1,PZ30_Xiao_1,0.6019889078088385,5,Others
Bujnicki,5,18.261,29,25.306,25,0.722,5,0.837,12,-1.0,1,0.673,5,120.27,30,25.251,9,0.04,12,0.0,1,5.249e-07,0,PZ30,PZ30_Bujnicki_5,PZ30_Bujnicki_5,0.6132545812671147,2,Others
Bujnicki,1,17.994,27,25.817,27,0.697,8,0.798,25,-1.0,1,0.656,6,135.82,33,25.897,12,0.029,34,0.0,1,2.448e-07,0,PZ30,PZ30_Bujnicki_1,PZ30_Bujnicki_1,0.5937885330870775,6,Others
Bujnicki,3,17.536,26,25.911,28,0.677,18,0.772,30,-1.0,1,0.638,13,131.48,32,24.272,6,0.04,12,0.0,1,6.282e-08,0,PZ30,PZ30_Bujnicki_3,PZ30_Bujnicki_3,0.5735511559258883,16,Others
Szachniuk,2,17.004,24,23.496,21,0.724,3,0.742,31,-1.0,1,0.72,1,10.81,25,27.647,19,0.034,26,0.0,1,1.199e-08,0,PZ30,PZ30_Szachniuk_2,PZ30_Szachniuk_2,0.557461340137398,22,Others
Chen,7,16.624,23,24.39,24,0.682,17,0.891,2,-1.0,1,0.59,23,1.44,10,31.922,29,0.034,26,0.0,1,3.489e-09,0,PZ30,PZ30_Chen_7,PZ30_Chen_7,0.5265227742221321,29,Others
Chen,3,16.613,22,24.012,23,0.692,11,0.802,23,-1.0,1,0.645,11,0.0,1,27.785,20,0.033,30,0.0,1,3.359e-09,0,PZ30,PZ30_Chen_3,PZ30_Chen_3,0.5377030410112149,27,Others
Chen,6,16.313,21,23.887,22,0.683,16,0.891,2,-1.0,1,0.59,23,0.0,1,28.71,22,0.037,19,0.0,1,1.228e-09,0,PZ30,PZ30_Chen_6,PZ30_Chen_6,0.5343494947661726,28,Others
Xiao,5,18.091,28,31.486,33,0.575,33,0.617,33,-1.0,1,0.564,31,2.52,12,34.83,33,0.038,17,0.0,1,3.234e-07,0,PZ30,PZ30_Xiao_5,PZ30_Xiao_5,0.4792528517820635,33,Others
Szachniuk,4,17.143,25,25.378,26,0.676,19,0.742,31,-1.0,1,0.648,10,7.2,14,26.55,14,0.035,24,0.0,1,1.863e-08,0,PZ30,PZ30_Szachniuk_4,PZ30_Szachniuk_4,0.548488301955279,25,Others
Chen,2,13.021,24,22.967,19,0.567,11,0.722,22,0.548,5,0.527,15,182.2,30,40.788,25,0.192,25,0.0,1,0.09056,0,PZ23,PZ23_Chen_2,PZ23_Chen_2,0.3752051036053403,20,Others
Xiao,2,10.901,7,20.023,10,0.544,17,0.802,15,-1.0,23,0.566,10,0.0,1,40.803,26,0.314,2,0.0,1,0.005948,0,PZ23,PZ23_Xiao_2,PZ23_Xiao_2,0.3965941593666221,12,Others
Xiao,3,10.894,6,22.188,16,0.491,21,0.668,23,-1.0,23,0.531,13,0.83,4,45.018,28,0.262,15,0.0,1,0.005885,0,PZ23,PZ23_Xiao_3,PZ23_Xiao_3,0.3900891248016211,16,Others
Szachniuk,1,13.098,25,21.833,14,0.6,8,0.75,19,0.447,7,0.609,5,1.67,6,39.714,24,0.238,18,0.0,1,0.09769,0,PZ23,PZ23_Szachniuk_1,PZ23_Szachniuk_1,0.3584695460373535,21,Others
Szachniuk,2,13.232,26,22.729,17,0.582,9,0.668,23,0.447,7,0.609,5,1.67,6,41.137,27,0.23,20,0.0,1,0.1113,0,PZ23,PZ23_Szachniuk_2,PZ23_Szachniuk_2,0.3523993759470631,23,Others
Ding,5,13.259,27,23.533,21,0.563,12,0.866,2,0.478,6,0.495,20,2.5,8,32.005,10,0.247,17,0.0,1,0.1141,0,PZ23,PZ23_Ding_5,PZ23_Ding_5,0.3864779564059571,17,Others
Szachniuk,3,14.207,28,25.575,23,0.555,13,0.791,16,0.447,7,0.53,14,0.83,4,36.718,20,0.172,27,0.0,1,0.2487,0,PZ23,PZ23_Szachniuk_3,PZ23_Szachniuk_3,0.3319607456356642,27,Others
Xiao,5,17.196,29,57.309,27,0.3,27,0.0,26,-1.0,23,0.449,25,0.0,1,49.161,30,0.25,16,0.0,1,0.8369,0,PZ23,PZ23_Xiao_5,PZ23_Xiao_5,0.2428987079593648,30,Others
Xiao,4,18.218,30,54.491,26,0.334,26,0.0,26,-1.0,23,0.501,18,20.03,23,35.689,19,0.297,5,0.0,1,0.9394,0,PZ23,PZ23_Xiao_4,PZ23_Xiao_4,0.2512597620349864,29,Others
Das,2,12.834,23,19.482,7,0.659,2,0.935,1,0.447,7,0.653,2,15.03,22,31.425,6,0.27,10,0.0,1,0.07472,0,PZ23,PZ23_Das_2,PZ23_Das_2,0.4054393924450143,10,Others
Das,1,11.162,8,20.624,12,0.541,19,0.866,2,0.447,7,0.493,22,5.84,13,31.788,9,0.269,12,0.0,1,0.008894,0,PZ23,PZ23_Das_1,PZ23_Das_1,0.4386258282599145,7,Others
Chen,1,11.422,10,27.586,24,0.414,25,0.577,25,0.424,15,0.34,27,159.73,29,49.538,31,0.155,30,0.0,1,0.01301,0,PZ23,PZ23_Chen_1,PZ23_Chen_1,0.3451389324749617,24,Others
Dokholyan,1,12.431,20,28.419,25,0.437,24,0.866,2,0.0,22,0.459,24,26.69,24,57.47,33,0.16,29,0.0,1,0.04793,0,PZ23,PZ23_Dokholyan_1,PZ23_Dokholyan_1,0.3567009477355665,22,Others
Das,3,12.554,21,19.988,9,0.628,3,0.866,2,0.6,2,0.579,8,5.01,12,31.352,5,0.27,10,0.0,1,0.05517,0,PZ23,PZ23_Das_3,PZ23_Das_3,0.4361488940096298,8,Others
Ding,4,12.75,22,23.004,20,0.554,14,0.866,2,0.447,7,0.495,20,10.85,18,32.049,11,0.208,24,0.0,1,0.06841,0,PZ23,PZ23_Ding_4,PZ23_Ding_4,0.3817437617122004,19,Others
Ding,1,11.272,9,18.734,3,0.602,7,0.866,2,0.359,19,0.612,3,11.69,20,35.424,18,0.302,3,0.0,1,0.01048,0,PZ23,PZ23_Ding_1,PZ23_Ding_1,0.3985241506693326,11,Others
Bujnicki,1,12.157,17,352.349,30,0.035,29,-1.0,28,-1.0,23,0.046,30,60.69,26,57.438,32,0.178,26,0.0,1,0.03459,0,PZ23,PZ23_Bujnicki_1,PZ23_Bujnicki_1,0.3322230092621649,26,Others
Bujnicki,2,12.165,18,167.235,28,0.073,28,-1.0,28,-1.0,23,0.096,28,65.2,27,63.353,35,0.226,21,0.0,1,0.0349,0,PZ23,PZ23_Bujnicki_2,PZ23_Bujnicki_2,0.3234517479758628,28,Others
Das,4,12.045,15,19.916,8,0.605,6,0.866,2,0.447,7,0.596,7,4.17,11,32.98,15,0.284,7,0.0,1,0.03009,0,PZ23,PZ23_Das_4,PZ23_Das_4,0.4601673107442907,4,Others
Das,5,12.049,16,19.184,4,0.628,3,0.866,2,0.6,2,0.579,8,9.18,16,32.315,13,0.3,4,0.0,1,0.03024,0,PZ23,PZ23_Das_5,PZ23_Das_5,0.448780137901353,6,Others
Das,9,11.781,13,20.258,11,0.582,9,0.866,2,0.671,1,0.484,23,8.35,15,37.577,21,0.267,13,0.0,1,0.02138,0,PZ23,PZ23_Das_9,PZ23_Das_9,0.4159523531996162,9,Others
Ding,2,11.677,12,24.715,22,0.472,23,0.791,16,0.283,20,0.436,26,10.02,17,32.23,12,0.222,22,0.0,1,0.01858,0,PZ23,PZ23_Ding_2,PZ23_Ding_2,0.3842744936294596,18,Others
Ding,3,11.457,11,20.678,13,0.554,14,0.791,16,0.387,17,0.545,12,6.68,14,34.406,17,0.264,14,0.0,1,0.01368,0,PZ23,PZ23_Ding_3,PZ23_Ding_3,0.3952985322203193,13,Others
Bujnicki,3,11.952,14,337.618,29,0.035,29,-1.0,28,-1.0,23,0.047,29,41.34,25,60.266,34,0.218,23,0.0,1,0.02671,0,PZ23,PZ23_Bujnicki_3,PZ23_Bujnicki_3,0.3374525908059787,25,Others
Das,10,12.322,19,22.766,18,0.541,19,0.866,2,0.381,18,0.52,16,2.5,8,37.86,22,0.275,9,0.0,1,0.04218,0,PZ23,PZ23_Das_10,PZ23_Das_10,0.4509679096916497,5,Others
Perez,8,9.099,27,15.137,34,0.601,47,0.624,44,-1.0,1,0.61,64,1.94,32,26.758,79,0.201,90,0.0,1,2.915e-08,0,PZ32,PZ32_Perez_8,PZ32_Perez_8,0.4627912916477808,46,Others
Ding,4,8.967,26,12.143,23,0.738,24,0.869,20,-1.0,1,0.677,33,9.51,71,26.976,82,0.263,37,0.0,1,1.928e-08,0,PZ32,PZ32_Ding_4,PZ32_Ding_4,0.4616959127438072,47,Others
Ding,8,8.809,25,12.703,24,0.693,34,0.802,36,-1.0,1,0.659,45,3.81,51,28.801,94,0.221,76,0.0,1,1.168e-08,0,PZ32,PZ32_Ding_8,PZ32_Ding_8,0.4268848071485614,50,Others
ARES,5,8.763,24,11.231,19,0.78,12,0.884,17,-1.0,1,0.736,12,9.51,71,22.478,24,0.241,59,0.0,1,1.01e-08,0,PZ32,PZ32_ARES_5,PZ32_ARES_5,0.5554956004978668,10,Others
Ding,1,8.262,18,12.117,22,0.682,38,0.869,20,-1.0,1,0.592,74,6.98,66,26.427,72,0.223,75,0.0,1,1.946e-09,0,PZ32,PZ32_Ding_1,PZ32_Ding_1,0.4556164698941673,48,Others
FARFAR2,9,8.557,22,10.577,14,0.809,4,0.938,1,-1.0,1,0.76,7,3.8,46,22.364,19,0.221,76,0.0,1,5.17e-09,0,PZ32,PZ32_FARFAR2_9,PZ32_FARFAR2_9,0.5630283539458821,6,Others
Dfold,2,8.468,21,11.533,20,0.734,28,0.86,25,-1.0,1,0.676,34,112.38,85,23.703,37,0.282,19,0.0,1,3.859e-09,0,PZ32,PZ32_Dfold_2,PZ32_Dfold_2,0.5464537782478255,16,Others
Das,10,8.367,19,10.988,17,0.761,16,0.825,30,-1.0,1,0.735,14,3.8,46,23.598,32,0.26,43,0.0,1,2.762e-09,0,PZ32,PZ32_Das_10,PZ32_Das_10,0.5629941795629996,7,Others
ARES,10,8.367,19,10.988,17,0.761,16,0.825,30,-1.0,1,0.735,14,3.8,46,23.598,32,0.26,43,0.0,1,2.762e-09,0,PZ32,PZ32_ARES_10,PZ32_ARES_10,0.5629941795629996,7,Others
ARES,8,8.131,17,10.393,13,0.782,11,0.904,10,-1.0,1,0.736,12,7.61,67,22.61,25,0.272,26,0.0,1,1.248e-09,0,PZ32,PZ32_ARES_8,PZ32_ARES_8,0.5610876087284972,9,Others
Ding,6,8.051,16,10.948,16,0.735,27,0.869,20,-1.0,1,0.671,40,3.8,46,26.774,80,0.278,23,0.0,1,9.501e-10,0,PZ32,PZ32_Ding_6,PZ32_Ding_6,0.4793748606044908,41,Others
Ding,3,8.039,15,11.705,21,0.687,37,0.904,10,-1.0,1,0.574,81,11.41,79,26.733,77,0.207,85,0.0,1,9.122e-10,0,PZ32,PZ32_Ding_3,PZ32_Ding_3,0.467381450864432,43,Others
Perez,6,9.234,28,15.438,35,0.598,48,0.802,36,-1.0,1,0.526,89,1.94,32,28.086,89,0.209,81,0.0,1,4.431e-08,0,PZ32,PZ32_Perez_6,PZ32_Perez_6,0.5094519148446325,27,Others
Ding,7,8.572,23,12.788,27,0.67,39,0.775,39,-1.0,1,0.621,61,5.71,59,26.379,70,0.246,52,0.0,1,5.439e-09,0,PZ32,PZ32_Ding_7,PZ32_Ding_7,0.4669371838869583,44,Others
Xiao,5,9.427,29,14.14,31,0.667,40,0.667,42,-1.0,1,0.667,43,0.0,1,33.475,102,0.265,34,0.0,1,7.961e-08,0,PZ32,PZ32_Xiao_5,PZ32_Xiao_5,0.4900714424467419,37,Others
Xiao,4,12.669,39,16.907,38,0.749,21,0.869,20,-1.0,1,0.697,28,1.27,25,32.985,101,0.205,87,0.0,1,0.0002907,0,PZ32,PZ32_Xiao_4,PZ32_Xiao_4,0.5009712719345578,32,Others
Perez,7,9.899,31,13.239,28,0.748,22,0.91,2,-1.0,1,0.676,34,0.65,22,25.463,60,0.291,12,0.0,1,3.19e-07,0,PZ32,PZ32_Perez_7,PZ32_Perez_7,0.5480257998604247,15,Others
Szachniuk,4,13.881,46,13.881,30,-1.0,95,-1.0,93,-1.0,1,-1.0,95,10.78,76,28.463,93,0.239,61,0.0,1,0.00283,0,PZ32,PZ32_Szachniuk_4,PZ32_Szachniuk_4,0.4996402696538675,33,Others
FARFAR2,4,13.874,45,18.792,44,0.738,24,0.825,30,-1.0,1,0.703,26,4.44,52,23.66,35,0.288,14,0.0,1,0.002797,0,PZ32,PZ32_FARFAR2_4,PZ32_FARFAR2_4,0.5450760110221378,18,Others
Chen,3,13.726,44,19.822,47,0.692,35,0.875,18,-1.0,1,0.62,62,0.0,1,23.001,27,0.266,33,0.0,1,0.002163,0,PZ32,PZ32_Chen_3,PZ32_Chen_3,0.4969746677890253,34,Others
Perez,9,13.098,43,18.268,42,0.717,31,0.812,33,-1.0,1,0.676,34,0.0,1,23.803,40,0.254,49,0.0,1,0.0006817,0,PZ32,PZ32_Perez_9,PZ32_Perez_9,0.5168641586266934,23,Others
Dfold,5,13.041,42,25.316,53,0.515,57,0.224,59,-1.0,1,0.644,50,85.44,81,23.092,29,0.208,82,0.0,1,0.0006104,0,PZ32,PZ32_Dfold_5,PZ32_Dfold_5,0.4012288388623887,53,Others
Bujnicki,2,12.924,41,20.245,48,0.638,43,0.516,47,-1.0,1,0.693,29,5.07,56,23.063,28,0.292,11,0.0,1,0.0004858,0,PZ32,PZ32_Bujnicki_2,PZ32_Bujnicki_2,0.4839650198211421,39,Others
Chen,1,12.793,40,16.888,37,0.758,18,0.849,26,-1.0,1,0.719,20,0.0,1,24.139,43,0.265,34,0.0,1,0.0003738,0,PZ32,PZ32_Chen_1,PZ32_Chen_1,0.5144287841833761,25,Others
Xiao,2,7.955,14,7.955,3,-1.0,95,-1.0,93,-1.0,1,-1.0,95,0.63,19,40.738,106,0.297,7,0.0,1,6.845e-10,0,PZ32,PZ32_Xiao_2,PZ32_Xiao_2,0.5066873871346039,28,Others
Chen,2,12.62,38,17.15,41,0.736,26,0.91,2,-1.0,1,0.658,46,0.0,1,25.442,59,0.24,60,0.0,1,0.0002625,0,PZ32,PZ32_Chen_2,PZ32_Chen_2,0.5013345995841517,31,Others
Bujnicki,4,11.931,37,20.59,50,0.579,51,0.516,47,-1.0,1,0.605,65,4.44,52,24.144,44,0.208,82,0.0,1,5.895e-05,0,PZ32,PZ32_Bujnicki_4,PZ32_Bujnicki_4,0.4666493996100523,45,Others
Perez,3,10.758,36,15.536,36,0.692,35,0.839,28,-1.0,1,0.63,57,0.0,1,25.767,63,0.27,30,0.0,1,3.364e-06,0,PZ32,PZ32_Perez_3,PZ32_Perez_3,0.520364334894563,22,Others
Dfold,1,10.73,35,20.336,49,0.528,56,0.194,61,-1.0,1,0.676,34,120.41,87,24.105,42,0.238,62,0.0,1,3.125e-06,0,PZ32,PZ32_Dfold_1,PZ32_Dfold_1,0.3959012324361659,56,Others
Ding,2,10.229,34,14.533,32,0.704,32,0.832,29,-1.0,1,0.645,49,10.78,76,24.945,54,0.212,79,0.0,1,8.101e-07,0,PZ32,PZ32_Ding_2,PZ32_Ding_2,0.4518788715978502,49,Others
Das,4,10.175,33,12.75,26,0.798,5,0.91,2,-1.0,1,0.752,8,1.9,28,23.63,34,0.261,41,0.0,1,6.961e-07,0,PZ32,PZ32_Das_4,PZ32_Das_4,0.5533570035901089,12,Others
Szachniuk,2,10.011,32,13.503,29,0.741,23,0.904,10,-1.0,1,0.668,41,5.71,59,25.12,55,0.231,65,0.0,1,4.387e-07,0,PZ32,PZ32_Szachniuk_2,PZ32_Szachniuk_2,0.5115023778175879,26,Others
Perez,1,9.597,30,14.949,33,0.642,42,0.775,39,-1.0,1,0.58,78,3.23,45,26.53,73,0.252,51,0.0,1,1.321e-07,0,PZ32,PZ32_Perez_1,PZ32_Perez_1,0.4949547818954911,35,Others
Perez,5,7.786,13,12.739,25,0.611,46,0.601,45,-1.0,1,0.624,59,0.65,22,25.371,57,0.257,48,0.0,1,3.801e-10,0,PZ32,PZ32_Perez_5,PZ32_Perez_5,0.494699373349737,36,Others
ARES,9,7.581,11,9.734,11,0.779,13,0.849,26,-1.0,1,0.751,10,5.07,56,21.808,13,0.324,2,0.0,1,1.837e-10,0,PZ32,PZ32_ARES_9,PZ32_ARES_9,0.5643035980229221,4,Others
Dokholyan,3,20.157,70,42.237,67,0.477,64,0.0,66,-1.0,1,0.668,41,92.52,82,27.197,84,0.213,78,0.0,1,0.7642,0,PZ32,PZ32_Dokholyan_3,PZ32_Dokholyan_3,0.3239695524235033,70,Others
Nithin,2,20.203,71,42.399,68,0.476,65,0.0,66,-1.0,1,0.59,76,0.0,1,29.956,98,0.134,95,0.0,1,0.7719,0,PZ32,PZ32_Nithin_2,PZ32_Nithin_2,0.2657579878123359,94,Others
Das,2,20.597,72,35.993,59,0.572,52,0.243,52,-1.0,1,0.719,20,2.54,34,21.444,2,0.23,66,0.0,1,0.8325,0,PZ32,PZ32_Das_2,PZ32_Das_2,0.4208269481196894,51,Others
FARFAR2,5,20.597,72,35.993,59,0.572,52,0.243,52,-1.0,1,0.719,20,2.54,34,21.444,2,0.23,66,0.0,1,0.8325,0,PZ32,PZ32_FARFAR2_5,PZ32_FARFAR2_5,0.4208269481196894,51,Others
Das,3,20.612,74,41.857,65,0.492,60,0.236,54,-1.0,1,0.602,66,1.9,28,21.467,7,0.203,88,0.0,1,0.8346,0,PZ32,PZ32_Das_3,PZ32_Das_3,0.3578399631636125,62,Others
FARFAR2,6,20.612,74,41.857,65,0.492,60,0.236,54,-1.0,1,0.602,66,1.9,28,21.467,7,0.203,88,0.0,1,0.8346,0,PZ32,PZ32_FARFAR2_6,PZ32_FARFAR2_6,0.3578399631636125,62,Others
ARES,2,21.716,76,44.816,70,0.485,62,0.0,66,-1.0,1,0.679,32,6.34,62,26.195,69,0.274,25,0.0,1,0.9436,0,PZ32,PZ32_ARES_2,PZ32_ARES_2,0.3097188347614628,75,Others
Chen,10,21.887,77,51.842,80,0.422,81,0.0,66,-1.0,1,0.598,72,0.63,19,22.453,23,0.227,71,0.0,1,0.9536,0,PZ32,PZ32_Chen_10,PZ32_Chen_10,0.2829656889195859,93,Others
Nithin,1,22.688,78,63.706,93,0.356,93,-1.0,93,-1.0,1,0.426,94,0.0,1,31.983,100,0.137,94,0.0,1,0.9832,0,PZ32,PZ32_Nithin_1,PZ32_Nithin_1,0.2601785701438202,95,Others
FARFAR2,10,22.839,79,49.946,76,0.457,71,0.0,66,-1.0,1,0.644,50,3.17,43,22.029,14,0.27,30,0.0,1,0.9864,0,PZ32,PZ32_FARFAR2_10,PZ32_FARFAR2_10,0.3119779413351751,74,Others
Chen,9,23.125,80,50.393,79,0.459,70,0.0,66,-1.0,1,0.642,53,0.0,1,22.818,26,0.212,79,0.0,1,0.9911,0,PZ32,PZ32_Chen_9,PZ32_Chen_9,0.2836311900599311,92,Others
Bujnicki,3,23.307,81,52.572,81,0.443,76,0.0,66,-1.0,1,0.627,58,7.61,67,26.418,71,0.208,82,0.0,1,0.9932,0,PZ32,PZ32_Bujnicki_3,PZ32_Bujnicki_3,0.3043912283352399,78,Others
ARES,4,23.464,82,57.583,86,0.407,83,0.0,66,-1.0,1,0.579,79,6.34,62,25.777,64,0.296,8,0.0,1,0.9947,0,PZ32,PZ32_ARES_4,PZ32_ARES_4,0.3032652723518451,79,Others
Dfold,9,19.634,69,44.543,69,0.441,77,0.217,60,-1.0,1,0.544,86,238.28,96,25.888,66,0.229,68,0.0,1,0.6661,0,PZ32,PZ32_Dfold_9,PZ32_Dfold_9,0.3160267063808968,71,Others
Das,7,23.464,82,57.583,86,0.407,83,0.0,66,-1.0,1,0.579,79,6.34,62,25.777,64,0.296,8,0.0,1,0.9947,0,PZ32,PZ32_Das_7,PZ32_Das_7,0.3032652723518451,79,Others
FARFAR2,1,24.222,84,54.259,82,0.446,75,0.0,66,-1.0,1,0.623,60,3.17,43,22.07,15,0.261,41,0.0,1,0.9985,0,PZ32,PZ32_FARFAR2_1,PZ32_FARFAR2_1,0.3303439741569719,67,Others
ARES,3,24.561,85,54.937,83,0.447,74,0.0,66,-1.0,1,0.634,55,6.34,62,26.738,78,0.316,3,0.0,1,0.9992,0,PZ32,PZ32_ARES_3,PZ32_ARES_3,0.2973171310785435,88,Others
Chen,8,24.768,86,50.01,77,0.495,59,0.334,50,-1.0,1,0.568,83,0.0,1,28.433,92,0.244,57,0.0,1,0.9995,0,PZ32,PZ32_Chen_8,PZ32_Chen_8,0.3300166195419913,68,Others
Chen,6,25.578,87,63.903,94,0.4,85,0.0,66,-1.0,1,0.558,85,0.0,1,23.689,36,0.294,10,0.0,1,0.9999,0,PZ32,PZ32_Chen_6,PZ32_Chen_6,0.2994917010209147,85,Others
FARFAR2,8,26.115,88,55.891,84,0.467,68,0.0,66,-1.0,1,0.647,48,3.8,46,22.119,16,0.271,27,0.0,1,1.0,0,PZ32,PZ32_FARFAR2_8,PZ32_FARFAR2_8,0.3144654766786817,73,Others
Nithin,3,26.738,89,74.868,96,0.357,92,-1.0,93,-1.0,1,0.446,93,0.0,1,30.364,99,0.125,96,0.0,1,1.0,0,PZ32,PZ32_Nithin_3,PZ32_Nithin_3,0.2531368486182757,96,Others
FARFAR2,7,26.747,90,58.591,89,0.457,71,0.0,66,-1.0,1,0.634,55,1.9,28,27.329,87,0.271,27,0.0,1,1.0,0,PZ32,PZ32_FARFAR2_7,PZ32_FARFAR2_7,0.2998226529393566,84,Others
ARES,1,26.757,91,61.845,91,0.433,78,0.0,66,-1.0,1,0.6,69,10.15,73,28.384,90,0.26,43,0.0,1,1.0,0,PZ32,PZ32_ARES_1,PZ32_ARES_1,0.298157101436763,86,Others
Das,6,26.757,91,61.845,91,0.433,78,0.0,66,-1.0,1,0.6,69,10.15,73,28.384,90,0.26,43,0.0,1,1.0,0,PZ32,PZ32_Das_6,PZ32_Das_6,0.298157101436763,86,Others
Bujnicki,5,27.432,93,58.24,88,0.471,67,0.0,66,-1.0,1,0.662,44,5.07,56,23.3,30,0.267,32,0.0,1,1.0,0,PZ32,PZ32_Bujnicki_5,PZ32_Bujnicki_5,0.3154889095134287,72,Others
Nithin,4,27.635,94,60.435,90,0.457,71,0.0,66,-1.0,1,0.644,50,10.78,76,24.325,46,0.281,20,0.0,1,1.0,0,PZ32,PZ32_Nithin_4,PZ32_Nithin_4,0.2966048649932011,89,Others
Dokholyan,2,28.185,95,66.225,95,0.426,80,0.0,66,-1.0,1,0.602,66,2.59,40,24.885,53,0.29,13,0.0,1,1.0,0,PZ32,PZ32_Dokholyan_2,PZ32_Dokholyan_2,0.2935435597476132,91,Others
Chen,7,28.711,96,56.359,85,0.509,58,0.0,66,-1.0,1,0.693,29,0.0,1,21.454,6,0.301,6,0.0,1,1.0,0,PZ32,PZ32_Chen_7,PZ32_Chen_7,0.3010421388127459,82,Others
Perez,2,7.63,12,9.721,10,0.785,10,0.812,33,-1.0,1,0.773,5,0.65,22,24.782,52,0.285,17,0.0,1,2.19e-10,0,PZ32,PZ32_Perez_2,PZ32_Perez_2,0.5492956479822725,14,Others
Boniecki,1,19.327,67,47.386,73,0.408,82,0.0,66,-1.0,1,0.598,72,125.55,88,27.231,85,0.237,64,0.0,1,0.602,0,PZ32,PZ32_Boniecki_1,PZ32_Boniecki_1,0.2938367399797112,90,Others
Szachniuk,1,6.976,9,8.803,6,0.792,9,0.812,33,-1.0,1,0.784,4,2.58,39,21.591,9,0.281,20,0.0,1,2.013e-11,0,PZ32,PZ32_Szachniuk_1,PZ32_Szachniuk_1,0.5794482455951019,2,Others
Das,5,6.972,8,8.737,5,0.798,5,0.91,2,-1.0,1,0.752,8,0.63,19,21.687,12,0.287,15,0.0,1,1.985e-11,0,PZ32,PZ32_Das_5,PZ32_Das_5,0.5906340607080932,1,Others
Xiao,1,6.964,7,9.493,7,0.734,28,0.802,36,-1.0,1,0.705,25,0.0,1,34.837,103,0.271,27,0.0,1,1.925e-11,0,PZ32,PZ32_Xiao_1,PZ32_Xiao_1,0.527781974631816,21,Others
Ding,5,6.952,6,9.985,12,0.696,33,0.904,10,-1.0,1,0.6,69,5.71,59,27.814,88,0.263,37,0.0,1,1.837e-11,0,PZ32,PZ32_Ding_5,PZ32_Ding_5,0.4724464541379781,42,Others
Nithin,5,13.916,47,21.616,51,0.644,41,0.5,49,-1.0,1,0.702,27,11.41,79,23.719,38,0.246,52,0.0,1,0.003,0,PZ32,PZ32_Nithin_5,PZ32_Nithin_5,0.4808785334513248,40,Others
Dokholyan,1,14.036,48,22.352,52,0.628,45,0.601,45,-1.0,1,0.639,54,2.59,40,29.172,95,0.189,92,0.0,1,0.003668,0,PZ32,PZ32_Dokholyan_1,PZ32_Dokholyan_1,0.40003813141669,54,Others
Dfold,3,14.132,49,26.495,54,0.533,55,0.194,61,-1.0,1,0.676,34,166.67,94,24.619,50,0.18,93,0.0,1,0.004296,0,PZ32,PZ32_Dfold_3,PZ32_Dfold_3,0.3971351075234005,55,Others
ARES,6,14.164,50,16.915,39,0.837,1,0.91,2,-1.0,1,0.809,1,2.54,34,22.439,20,0.245,55,0.0,1,0.00453,0,PZ32,PZ32_ARES_6,PZ32_ARES_6,0.5445615966271683,19,Others
Das,8,14.164,50,16.915,39,0.837,1,0.91,2,-1.0,1,0.809,1,2.54,34,22.439,20,0.245,55,0.0,1,0.00453,0,PZ32,PZ32_Das_8,PZ32_Das_8,0.5445615966271683,19,Others
Dfold,8,14.331,52,37.179,61,0.385,88,0.062,65,-1.0,1,0.52,90,216.2,95,25.682,61,0.206,86,0.0,1,0.005918,0,PZ32,PZ32_Dfold_8,PZ32_Dfold_8,0.3368766772427388,66,Others
ARES,7,14.622,53,18.853,45,0.776,14,0.904,10,-1.0,1,0.727,16,4.44,52,21.618,10,0.228,69,0.0,1,0.009251,0,PZ32,PZ32_ARES_7,PZ32_ARES_7,0.5044138913470463,29,Others
Bujnicki,1,19.296,66,35.662,58,0.541,54,0.236,54,-1.0,1,0.676,34,8.88,69,22.137,17,0.227,71,0.0,1,0.5954,0,PZ32,PZ32_Bujnicki_1,PZ32_Bujnicki_1,0.3661119624729303,60,Others
